##var,id,entry_ids#format=json
##type,string,"list,string"
##group,c,c
##comment,id,entry_ids
,eg_card_backend_interface_probe,"[""eg_card_backend_interface_probe_e01"",""eg_card_backend_interface_probe_e02""]"
,eg_card_backend_circuit_breaker,"[""eg_card_backend_circuit_breaker_e01"",""eg_card_backend_circuit_breaker_e02""]"
,eg_card_backend_publish_script,"[""eg_card_backend_publish_script_e01"",""eg_card_backend_publish_script_e02""]"
,eg_card_backend_hotfix_rollback,"[""eg_card_backend_hotfix_rollback_e01"",""eg_card_backend_hotfix_rollback_e02"",""eg_card_backend_hotfix_rollback_e03""]"
,eg_card_backend_cache_hit,"[""eg_card_backend_cache_hit_e01"",""eg_card_backend_cache_hit_e02""]"
,eg_card_backend_log_collect,"[""eg_card_backend_log_collect_e01"",""eg_card_backend_log_collect_e02""]"
,eg_card_backend_timeout_retry,"[""eg_card_backend_timeout_retry_e01"",""eg_card_backend_timeout_retry_e02""]"
,eg_card_backend_service_degrade,"[""eg_card_backend_service_degrade_e01"",""eg_card_backend_service_degrade_e02"",""eg_card_backend_service_degrade_e03""]"
,eg_card_backend_traffic_shaping,"[""eg_card_backend_traffic_shaping_e01"",""eg_card_backend_traffic_shaping_e02""]"
,eg_card_backend_request_merge,"[""eg_card_backend_request_merge_e01"",""eg_card_backend_request_merge_e02""]"
,eg_card_backend_ticket_debug,"[""eg_card_backend_ticket_debug_e01"",""eg_card_backend_ticket_debug_e02""]"
,eg_card_backend_session_keep,"[""eg_card_backend_session_keep_e01"",""eg_card_backend_session_keep_e02""]"
,eg_card_backend_pool_maintain,"[""eg_card_backend_pool_maintain_e01"",""eg_card_backend_pool_maintain_e02""]"
,eg_card_backend_read_replica,"[""eg_card_backend_read_replica_e01"",""eg_card_backend_read_replica_e02""]"
,eg_card_backend_api_gateway,"[""eg_card_backend_api_gateway_e01"",""eg_card_backend_api_gateway_e02""]"
,eg_card_backend_redis_warmup,"[""eg_card_backend_redis_warmup_e01"",""eg_card_backend_redis_warmup_e02""]"
,eg_card_backend_message_queue,"[""eg_card_backend_message_queue_e01"",""eg_card_backend_message_queue_e02""]"
,eg_card_backend_sharding,"[""eg_card_backend_sharding_e01"",""eg_card_backend_sharding_e02""]"
,eg_card_backend_gray_cutover,"[""eg_card_backend_gray_cutover_e01"",""eg_card_backend_gray_cutover_e02""]"
,eg_card_backend_rate_limit,"[""eg_card_backend_rate_limit_e01"",""eg_card_backend_rate_limit_e02""]"
,eg_card_backend_async_compensate,"[""eg_card_backend_async_compensate_e01"",""eg_card_backend_async_compensate_e02""]"
,eg_card_backend_slow_query,"[""eg_card_backend_slow_query_e01"",""eg_card_backend_slow_query_e02""]"
,eg_card_backend_hot_standby,"[""eg_card_backend_hot_standby_e01"",""eg_card_backend_hot_standby_e02""]"
,eg_card_backend_container_orchestration,"[""eg_card_backend_container_orchestration_e01"",""eg_card_backend_container_orchestration_e02""]"
,eg_card_backend_flush_all,"[""eg_card_backend_flush_all_e01"",""eg_card_backend_flush_all_e02""]"
,eg_card_backend_cluster_scale,"[""eg_card_backend_cluster_scale_e01"",""eg_card_backend_cluster_scale_e02""]"
,eg_card_backend_lossless_release,"[""eg_card_backend_lossless_release_e01"",""eg_card_backend_lossless_release_e02""]"
,eg_card_backend_trace_chain,"[""eg_card_backend_trace_chain_e01"",""eg_card_backend_trace_chain_e02""]"
,eg_card_backend_disaster_recovery,"[""eg_card_backend_disaster_recovery_e01"",""eg_card_backend_disaster_recovery_e02""]"
,eg_card_backend_zero_downtime,"[""eg_card_backend_zero_downtime_e01"",""eg_card_backend_zero_downtime_e02""]"
,eg_card_frontend_pixel_tap,"[""eg_card_frontend_pixel_tap_e01""]"
,eg_card_frontend_flex_layout,"[""eg_card_frontend_flex_layout_e01"",""eg_card_frontend_flex_layout_e02""]"
,eg_card_frontend_slice_sprint,"[""eg_card_frontend_slice_sprint_e01"",""eg_card_frontend_slice_sprint_e02"",""eg_card_frontend_slice_sprint_e03""]"
,eg_card_frontend_hotfix_style,"[""eg_card_frontend_hotfix_style_e01"",""eg_card_frontend_hotfix_style_e02""]"
,eg_card_frontend_pixel_align,"[""eg_card_frontend_pixel_align_e01"",""eg_card_frontend_pixel_align_e02"",""eg_card_frontend_pixel_align_e03""]"
,eg_card_frontend_compat_patch,"[""eg_card_frontend_compat_patch_e01"",""eg_card_frontend_compat_patch_e02""]"
,eg_card_frontend_button_bounce,"[""eg_card_frontend_button_bounce_e01""]"
,eg_card_frontend_component_mount,"[""eg_card_frontend_component_mount_e01"",""eg_card_frontend_component_mount_e02""]"
,eg_card_frontend_css_override,"[""eg_card_frontend_css_override_e01"",""eg_card_frontend_css_override_e02""]"
,eg_card_frontend_first_screen,"[""eg_card_frontend_first_screen_e01"",""eg_card_frontend_first_screen_e02""]"
,eg_card_frontend_grid_stretch,"[""eg_card_frontend_grid_stretch_e01""]"
,eg_card_frontend_event_bubble,"[""eg_card_frontend_event_bubble_e01""]"
,eg_card_frontend_breakpoint_adapt,"[""eg_card_frontend_breakpoint_adapt_e01"",""eg_card_frontend_breakpoint_adapt_e02""]"
,eg_card_frontend_tracking,"[""eg_card_frontend_tracking_e01"",""eg_card_frontend_tracking_e02""]"
,eg_card_frontend_component_reuse,"[""eg_card_frontend_component_reuse_e01"",""eg_card_frontend_component_reuse_e02""]"
,eg_card_frontend_state_boost,"[""eg_card_frontend_state_boost_e01"",""eg_card_frontend_state_boost_e02""]"
,eg_card_frontend_motion_overload,"[""eg_card_frontend_motion_overload_e01""]"
,eg_card_frontend_vue_suite,"[""eg_card_frontend_vue_suite_e01"",""eg_card_frontend_vue_suite_e02""]"
,eg_card_frontend_style_isolate,"[""eg_card_frontend_style_isolate_e01"",""eg_card_frontend_style_isolate_e02""]"
,eg_card_frontend_night_theme,"[""eg_card_frontend_night_theme_e01"",""eg_card_frontend_night_theme_e02""]"
,eg_card_frontend_h5_accel,"[""eg_card_frontend_h5_accel_e01"",""eg_card_frontend_h5_accel_e02""]"
,eg_card_frontend_lazy_load,"[""eg_card_frontend_lazy_load_e01"",""eg_card_frontend_lazy_load_e02""]"
,eg_card_frontend_design_system,"[""eg_card_frontend_design_system_e01"",""eg_card_frontend_design_system_e02""]"
,eg_card_frontend_animation_compose,"[""eg_card_frontend_animation_compose_e01""]"
,eg_card_frontend_crash_animation,"[""eg_card_frontend_crash_animation_e01""]"
,eg_card_frontend_site_refactor,"[""eg_card_frontend_site_refactor_e01"",""eg_card_frontend_site_refactor_e02""]"
,eg_card_frontend_cross_platform,"[""eg_card_frontend_cross_platform_e01"",""eg_card_frontend_cross_platform_e02""]"
,eg_card_frontend_ssr,"[""eg_card_frontend_ssr_e01"",""eg_card_frontend_ssr_e02""]"
,eg_card_frontend_visual_climax,"[""eg_card_frontend_visual_climax_e01""]"
,eg_card_frontend_infinite_scroll,"[""eg_card_frontend_infinite_scroll_e01"",""eg_card_frontend_infinite_scroll_e02""]"
,eg_card_tester_defect_log,"[""eg_card_tester_defect_log_e01"",""eg_card_tester_defect_log_e02""]"
,eg_card_tester_smoke_test,"[""eg_card_tester_smoke_test_e01"",""eg_card_tester_smoke_test_e02""]"
,eg_card_tester_repro_steps,"[""eg_card_tester_repro_steps_e01"",""eg_card_tester_repro_steps_e02""]"
,eg_card_tester_regression_confirm,"[""eg_card_tester_regression_confirm_e01"",""eg_card_tester_regression_confirm_e02"",""eg_card_tester_regression_confirm_e03""]"
,eg_card_tester_assert_fail,"[""eg_card_tester_assert_fail_e01"",""eg_card_tester_assert_fail_e02""]"
,eg_card_tester_boundary_check,"[""eg_card_tester_boundary_check_e01"",""eg_card_tester_boundary_check_e02"",""eg_card_tester_boundary_check_e03""]"
,eg_card_tester_log_screenshot,"[""eg_card_tester_log_screenshot_e01"",""eg_card_tester_log_screenshot_e02""]"
,eg_card_tester_env_reset,"[""eg_card_tester_env_reset_e01"",""eg_card_tester_env_reset_e02""]"
,eg_card_tester_version_compare,"[""eg_card_tester_version_compare_e01"",""eg_card_tester_version_compare_e02""]"
,eg_card_tester_whitebox,"[""eg_card_tester_whitebox_e01"",""eg_card_tester_whitebox_e02""]"
,eg_card_tester_blackbox,"[""eg_card_tester_blackbox_e01"",""eg_card_tester_blackbox_e02""]"
,eg_card_tester_case_add,"[""eg_card_tester_case_add_e01"",""eg_card_tester_case_add_e02""]"
,eg_card_tester_missed_test,"[""eg_card_tester_missed_test_e01"",""eg_card_tester_missed_test_e02""]"
,eg_card_tester_ticket_chase,"[""eg_card_tester_ticket_chase_e01"",""eg_card_tester_ticket_chase_e02""]"
,eg_card_tester_auto_regression,"[""eg_card_tester_auto_regression_e01"",""eg_card_tester_auto_regression_e02""]"
,eg_card_tester_bug_upgrade,"[""eg_card_tester_bug_upgrade_e01"",""eg_card_tester_bug_upgrade_e02""]"
,eg_card_tester_case_matrix,"[""eg_card_tester_case_matrix_e01"",""eg_card_tester_case_matrix_e02""]"
,eg_card_tester_stress_test,"[""eg_card_tester_stress_test_e01"",""eg_card_tester_stress_test_e02""]"
,eg_card_tester_stability_sample,"[""eg_card_tester_stability_sample_e01"",""eg_card_tester_stability_sample_e02""]"
,eg_card_tester_rollback_review,"[""eg_card_tester_rollback_review_e01"",""eg_card_tester_rollback_review_e02""]"
,eg_card_tester_smoke_recheck,"[""eg_card_tester_smoke_recheck_e01"",""eg_card_tester_smoke_recheck_e02""]"
,eg_card_tester_permission_retest,"[""eg_card_tester_permission_retest_e01"",""eg_card_tester_permission_retest_e02""]"
,eg_card_tester_night_patrol,"[""eg_card_tester_night_patrol_e01"",""eg_card_tester_night_patrol_e02""]"
,eg_card_tester_repro_harden,"[""eg_card_tester_repro_harden_e01"",""eg_card_tester_repro_harden_e02""]"
,eg_card_tester_92_bugs,"[""eg_card_tester_92_bugs_e01"",""eg_card_tester_92_bugs_e02""]"
,eg_card_tester_report_lock,"[""eg_card_tester_report_lock_e01"",""eg_card_tester_report_lock_e02""]"
,eg_card_tester_full_chain,"[""eg_card_tester_full_chain_e01"",""eg_card_tester_full_chain_e02""]"
,eg_card_tester_shutdown_verify,"[""eg_card_tester_shutdown_verify_e01"",""eg_card_tester_shutdown_verify_e02""]"
,eg_card_tester_zero_bug_fantasy,"[""eg_card_tester_zero_bug_fantasy_e01"",""eg_card_tester_zero_bug_fantasy_e02""]"
,eg_card_tester_release_block,"[""eg_card_tester_release_block_e01"",""eg_card_tester_release_block_e02""]"
,eg_card_algo_linear_probe,"[""eg_card_algo_linear_probe_e01"",""eg_card_algo_linear_probe_e02""]"
,eg_card_algo_complexity_compress,"[""eg_card_algo_complexity_compress_e01"",""eg_card_algo_complexity_compress_e02""]"
,eg_card_algo_heuristic_search,"[""eg_card_algo_heuristic_search_e01"",""eg_card_algo_heuristic_search_e02""]"
,eg_card_algo_local_opt,"[""eg_card_algo_local_opt_e01"",""eg_card_algo_local_opt_e02"",""eg_card_algo_local_opt_e03""]"
,eg_card_algo_greedy_sample,"[""eg_card_algo_greedy_sample_e01"",""eg_card_algo_greedy_sample_e02""]"
,eg_card_algo_pruning,"[""eg_card_algo_pruning_e01"",""eg_card_algo_pruning_e02""]"
,eg_card_algo_recursion,"[""eg_card_algo_recursion_e01"",""eg_card_algo_recursion_e02""]"
,eg_card_algo_state_compress,"[""eg_card_algo_state_compress_e01"",""eg_card_algo_state_compress_e02""]"
,eg_card_algo_hash_accel,"[""eg_card_algo_hash_accel_e01"",""eg_card_algo_hash_accel_e02""]"
,eg_card_algo_eval_func,"[""eg_card_algo_eval_func_e01"",""eg_card_algo_eval_func_e02""]"
,eg_card_algo_data_clean,"[""eg_card_algo_data_clean_e01"",""eg_card_algo_data_clean_e02""]"
,eg_card_algo_backtrack,"[""eg_card_algo_backtrack_e01"",""eg_card_algo_backtrack_e02""]"
,eg_card_algo_path_read,"[""eg_card_algo_path_read_e01"",""eg_card_algo_path_read_e02""]"
,eg_card_algo_edge_reweight,"[""eg_card_algo_edge_reweight_e01"",""eg_card_algo_edge_reweight_e02""]"
,eg_card_algo_dynamic_programming,"[""eg_card_algo_dynamic_programming_e01"",""eg_card_algo_dynamic_programming_e02""]"
,eg_card_algo_complexity_burst,"[""eg_card_algo_complexity_burst_e01"",""eg_card_algo_complexity_burst_e02""]"
,eg_card_algo_big_o_compress,"[""eg_card_algo_big_o_compress_e01"",""eg_card_algo_big_o_compress_e02""]"
,eg_card_algo_monte_carlo,"[""eg_card_algo_monte_carlo_e01"",""eg_card_algo_monte_carlo_e02""]"
,eg_card_algo_astar,"[""eg_card_algo_astar_e01"",""eg_card_algo_astar_e02""]"
,eg_card_algo_convolution,"[""eg_card_algo_convolution_e01"",""eg_card_algo_convolution_e02""]"
,eg_card_algo_memo_search,"[""eg_card_algo_memo_search_e01"",""eg_card_algo_memo_search_e02""]"
,eg_card_algo_binary_cut,"[""eg_card_algo_binary_cut_e01"",""eg_card_algo_binary_cut_e02""]"
,eg_card_algo_graph_opt,"[""eg_card_algo_graph_opt_e01"",""eg_card_algo_graph_opt_e02""]"
,eg_card_algo_matrix_warmup,"[""eg_card_algo_matrix_warmup_e01"",""eg_card_algo_matrix_warmup_e02""]"
,eg_card_algo_global_optimum,"[""eg_card_algo_global_optimum_e01"",""eg_card_algo_global_optimum_e02""]"
,eg_card_algo_matrix_mul,"[""eg_card_algo_matrix_mul_e01"",""eg_card_algo_matrix_mul_e02""]"
,eg_card_algo_distill,"[""eg_card_algo_distill_e01"",""eg_card_algo_distill_e02""]"
,eg_card_algo_compute_surge,"[""eg_card_algo_compute_surge_e01"",""eg_card_algo_compute_surge_e02""]"
,eg_card_algo_model_converge,"[""eg_card_algo_model_converge_e01"",""eg_card_algo_model_converge_e02""]"
,eg_card_algo_zero_complexity,"[""eg_card_algo_zero_complexity_e01"",""eg_card_algo_zero_complexity_e02""]"
,eg_card_pm_change_wording,"[""eg_card_pm_change_wording_e01"",""eg_card_pm_change_wording_e02"",""eg_card_pm_change_wording_e03""]"
,eg_card_pm_priority_shuffle,"[""eg_card_pm_priority_shuffle_e01"",""eg_card_pm_priority_shuffle_e02""]"
,eg_card_pm_meeting_minutes,"[""eg_card_pm_meeting_minutes_e01"",""eg_card_pm_meeting_minutes_e02"",""eg_card_pm_meeting_minutes_e03""]"
,eg_card_pm_revision_notice,"[""eg_card_pm_revision_notice_e01"",""eg_card_pm_revision_notice_e02"",""eg_card_pm_revision_notice_e03""]"
,eg_card_pm_message_align,"[""eg_card_pm_message_align_e01"",""eg_card_pm_message_align_e02""]"
,eg_card_pm_schedule_compress,"[""eg_card_pm_schedule_compress_e01"",""eg_card_pm_schedule_compress_e02""]"
,eg_card_pm_scope_confirm,"[""eg_card_pm_scope_confirm_e01"",""eg_card_pm_scope_confirm_e02""]"
,eg_card_pm_prd_append,"[""eg_card_pm_prd_append_e01"",""eg_card_pm_prd_append_e02""]"
,eg_card_pm_reopen_task,"[""eg_card_pm_reopen_task_e01"",""eg_card_pm_reopen_task_e02""]"
,eg_card_pm_tracking_backfill,"[""eg_card_pm_tracking_backfill_e01"",""eg_card_pm_tracking_backfill_e02""]"
,eg_card_pm_split_ticket,"[""eg_card_pm_split_ticket_e01"",""eg_card_pm_split_ticket_e02""]"
,eg_card_pm_extra_requirement,"[""eg_card_pm_extra_requirement_e01"",""eg_card_pm_extra_requirement_e02"",""eg_card_pm_extra_requirement_e03""]"
,eg_card_pm_sync_conclusion,"[""eg_card_pm_sync_conclusion_e01"",""eg_card_pm_sync_conclusion_e02""]"
,eg_card_pm_pending_item,"[""eg_card_pm_pending_item_e01"",""eg_card_pm_pending_item_e02""]"
,eg_card_pm_review,"[""eg_card_pm_review_e01"",""eg_card_pm_review_e02""]"
,eg_card_pm_delay_meeting,"[""eg_card_pm_delay_meeting_e01"",""eg_card_pm_delay_meeting_e02""]"
,eg_card_pm_priority_top,"[""eg_card_pm_priority_top_e01"",""eg_card_pm_priority_top_e02"",""eg_card_pm_priority_top_e03""]"
,eg_card_pm_milestone_split,"[""eg_card_pm_milestone_split_e01"",""eg_card_pm_milestone_split_e02""]"
,eg_card_pm_scope_spread,"[""eg_card_pm_scope_spread_e01"",""eg_card_pm_scope_spread_e02""]"
,eg_card_pm_department_align,"[""eg_card_pm_department_align_e01"",""eg_card_pm_department_align_e02""]"
,eg_card_pm_proto_walkthrough,"[""eg_card_pm_proto_walkthrough_e01"",""eg_card_pm_proto_walkthrough_e02""]"
,eg_card_pm_weekly_sync,"[""eg_card_pm_weekly_sync_e01"",""eg_card_pm_weekly_sync_e02""]"
,eg_card_pm_urgent_schedule,"[""eg_card_pm_urgent_schedule_e01"",""eg_card_pm_urgent_schedule_e02""]"
,eg_card_pm_verbal_promise,"[""eg_card_pm_verbal_promise_e01"",""eg_card_pm_verbal_promise_e02""]"
,eg_card_pm_align_all,"[""eg_card_pm_align_all_e01"",""eg_card_pm_align_all_e02""]"
,eg_card_pm_roadmap,"[""eg_card_pm_roadmap_e01"",""eg_card_pm_roadmap_e02""]"
,eg_card_pm_snowball,"[""eg_card_pm_snowball_e01"",""eg_card_pm_snowball_e02""]"
,eg_card_pm_goal_drift,"[""eg_card_pm_goal_drift_e01"",""eg_card_pm_goal_drift_e02""]"
,eg_card_pm_ceo_tone,"[""eg_card_pm_ceo_tone_e01"",""eg_card_pm_ceo_tone_e02""]"
,eg_card_pm_roadmap_reset,"[""eg_card_pm_roadmap_reset_e01"",""eg_card_pm_roadmap_reset_e02""]"
,eg_card_hr_performance_talk,"[""eg_card_hr_performance_talk_e01""]"
,eg_card_hr_compliance_reminder,"[""eg_card_hr_compliance_reminder_e01""]"
,eg_card_hr_optimization_warning,"[""eg_card_hr_optimization_warning_e01""]"
,eg_card_hr_attendance_check,"[""eg_card_hr_attendance_check_e01"",""eg_card_hr_attendance_check_e02""]"
,eg_card_hr_onboarding,"[""eg_card_hr_onboarding_e01""]"
,eg_card_hr_background_check,"[""eg_card_hr_background_check_e01""]"
,eg_card_hr_policy_broadcast,"[""eg_card_hr_policy_broadcast_e01""]"
,eg_card_hr_probation_watch,"[""eg_card_hr_probation_watch_e01""]"
,eg_card_hr_exit_interview,"[""eg_card_hr_exit_interview_e01""]"
,eg_card_hr_salary_calc,"[""eg_card_hr_salary_calc_e01""]"
,eg_card_hr_interview_review,"[""eg_card_hr_interview_review_e01""]"
,eg_card_hr_candidate_pool,"[""eg_card_hr_candidate_pool_e01""]"
,eg_card_hr_regularization,"[""eg_card_hr_regularization_e01""]"
,eg_card_hr_discipline_warning,"[""eg_card_hr_discipline_warning_e01""]"
,eg_card_hr_performance_archive,"[""eg_card_hr_performance_archive_e01"",""eg_card_hr_performance_archive_e02""]"
,eg_card_hr_last_place_cut,"[""eg_card_hr_last_place_cut_e01""]"
,eg_card_hr_compliance_review,"[""eg_card_hr_compliance_review_e01""]"
,eg_card_hr_annual_award,"[""eg_card_hr_annual_award_e01"",""eg_card_hr_annual_award_e02""]"
,eg_card_hr_org_optimization,"[""eg_card_hr_org_optimization_e01""]"
,eg_card_hr_layoff_list,"[""eg_card_hr_layoff_list_e01""]"
,eg_card_hr_headhunter_offer,"[""eg_card_hr_headhunter_offer_e01""]"
,eg_card_hr_org_diagnosis,"[""eg_card_hr_org_diagnosis_e01""]"
,eg_card_hr_interview_bargain,"[""eg_card_hr_interview_bargain_e01""]"
,eg_card_hr_transfer_notice,"[""eg_card_hr_transfer_notice_e01""]"
,eg_card_hr_nplusone,"[""eg_card_hr_nplusone_e01""]"
,eg_card_hr_annual_inventory,"[""eg_card_hr_annual_inventory_e01"",""eg_card_hr_annual_inventory_e02""]"
,eg_card_hr_talent_extraction,"[""eg_card_hr_talent_extraction_e01""]"
,eg_card_hr_all_hands_review,"[""eg_card_hr_all_hands_review_e01""]"
,eg_card_hr_blacklist_share,"[""eg_card_hr_blacklist_share_e01"",""eg_card_hr_blacklist_share_e02""]"
,eg_card_hr_optimization_storm,"[""eg_card_hr_optimization_storm_e01""]"
,eg_card_shared_keyboard_smash,"[""eg_card_shared_keyboard_smash_e01""]"
,eg_card_shared_stapler_burst,"[""eg_card_shared_stapler_burst_e01""]"
,eg_card_shared_noise_cancel,"[""eg_card_shared_noise_cancel_e01""]"
,eg_card_shared_coffee_boost,"[""eg_card_shared_coffee_boost_e01"",""eg_card_shared_coffee_boost_e02""]"
,eg_card_shared_toilet_break,"[""eg_card_shared_toilet_break_e01""]"
,eg_card_shared_desk_inspection,"[""eg_card_shared_desk_inspection_e01""]"
,eg_card_shared_rollback,"[""eg_card_shared_rollback_e01"",""eg_card_shared_rollback_e02"",""eg_card_shared_rollback_e03"",""eg_card_shared_rollback_e04""]"
,eg_card_shared_standup,"[""eg_card_shared_standup_e01"",""eg_card_shared_standup_e02"",""eg_card_shared_standup_e03""]"
,eg_card_shared_clock_out,"[""eg_card_shared_clock_out_e01""]"
,eg_card_shared_hotfix_patch,"[""eg_card_shared_hotfix_patch_e01"",""eg_card_shared_hotfix_patch_e02""]"
,eg_card_shared_badge_throw,"[""eg_card_shared_badge_throw_e01""]"
,eg_card_shared_meeting_mute,"[""eg_card_shared_meeting_mute_e01"",""eg_card_shared_meeting_mute_e02""]"
,eg_card_status_option_promise,"[""eg_card_status_option_promise_e01""]"
,eg_card_status_meeting_minutes,"[""eg_card_status_meeting_minutes_e01""]"
,eg_card_curse_next_year_promotion,"[""eg_card_curse_next_year_promotion_e01"",""eg_card_curse_next_year_promotion_e02""]"
